Year,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Number of port calls,Number of port calls Footnote,Number of port calls Missing value
2019,5704,"Eastern and South-Eastern Asia",07,"Liquefied petroleum gas carriers",27887,,
2019,5704,"Eastern and South-Eastern Asia",08,"Liquefied natural gas carriers",4578,,
2019,5704,"Eastern and South-Eastern Asia",05,"Dry bulk carriers",127323,,
2019,5704,"Eastern and South-Eastern Asia",04,"Dry breakbulk carriers",118703,,
2019,5704,"Eastern and South-Eastern Asia",06,"Roll-on/ roll-off ships",59441,,
2019,5704,"Eastern and South-Eastern Asia",03,"Container ships",237218,,
2019,5704,"Eastern and South-Eastern Asia",01,"Passenger ships",278250,,
2019,5705,"Western Asia and Northern Africa",00,"All ships",328377,,
2019,5705,"Western Asia and Northern Africa",02,"Liquid bulk carriers",35775,,
2019,5705,"Western Asia and Northern Africa",07,"Liquefied petroleum gas carriers",3622,,
2019,5705,"Western Asia and Northern Africa",08,"Liquefied natural gas carriers",1723,,
2019,5705,"Western Asia and Northern Africa",05,"Dry bulk carriers",17616,,
2019,5705,"Western Asia and Northern Africa",04,"Dry breakbulk carriers",38835,,
2019,5705,"Western Asia and Northern Africa",06,"Roll-on/ roll-off ships",15066,,
2019,5705,"Western Asia and Northern Africa",03,"Container ships",40335,,
2019,5705,"Western Asia and Northern Africa",01,"Passenger ships",175405,,
2019,1400,"Developing economies",00,"All ships",1310884,,
2019,1400,"Developing economies",02,"Liquid bulk carriers",234000,,
2019,1400,"Developing economies",07,"Liquefied petroleum gas carriers",27186,,
2019,1400,"Developing economies",08,"Liquefied natural gas carriers",5327,,
2019,1400,"Developing economies",05,"Dry bulk carriers",152324,,
2019,1400,"Developing economies",04,"Dry breakbulk carriers",156363,,
2019,1400,"Developing economies",06,"Roll-on/ roll-off ships",44111,,
2019,1400,"Developing economies",03,"Container ships",283406,,
2019,1400,"Developing economies",01,"Passenger ships",408167,,
2019,1410,"Developing economies: Africa",00,"All ships",101788,,
2019,1410,"Developing economies: Africa",02,"Liquid bulk carriers",14158,,
2019,1410,"Developing economies: Africa",07,"Liquefied petroleum gas carriers",2372,,
2019,1410,"Developing economies: Africa",08,"Liquefied natural gas carriers",684,,
2019,1410,"Developing economies: Africa",05,"Dry bulk carriers",14482,,
2019,1410,"Developing economies: Africa",04,"Dry breakbulk carriers",19028,,
2019,1410,"Developing economies: Africa",06,"Roll-on/ roll-off ships",7259,,
2019,1410,"Developing economies: Africa",03,"Container ships",22956,,
2019,1410,"Developing economies: Africa",01,"Passenger ships",20849,,
2019,1420,"Developing economies: Americas",00,"All ships",172857,,
2019,1420,"Developing economies: Americas",02,"Liquid bulk carriers",34189,,
2019,1420,"Developing economies: Americas",07,"Liquefied petroleum gas carriers",3415,,
2019,1420,"Developing economies: Americas",08,"Liquefied natural gas carriers",451,,
2019,1420,"Developing economies: Americas",05,"Dry bulk carriers",25647,,
2019,1420,"Developing economies: Americas",04,"Dry breakbulk carriers",17544,,
2019,1420,"Developing economies: Americas",06,"Roll-on/ roll-off ships",7653,,
2019,1420,"Developing economies: Americas",03,"Container ships",40573,,
2019,1420,"Developing economies: Americas",01,"Passenger ships",43385,,
2019,1460,"Developing economies: Asia and Oceania",00,"All ships",1036239,,
2019,1460,"Developing economies: Asia and Oceania",02,"Liquid bulk carriers",185653,,
2019,1460,"Developing economies: Asia and Oceania",07,"Liquefied petroleum gas carriers",21399,,
2019,1460,"Developing economies: Asia and Oceania",08,"Liquefied natural gas carriers",4192,,
2019,1460,"Developing economies: Asia and Oceania",05,"Dry bulk carriers",112195,,
2019,1460,"Developing economies: Asia and Oceania",04,"Dry breakbulk carriers",119791,,
2019,1460,"Developing economies: Asia and Oceania",06,"Roll-on/ roll-off ships",29199,,
2019,1460,"Developing economies: Asia and Oceania",03,"Container ships",219877,,
2019,1460,"Developing economies: Asia and Oceania",01,"Passenger ships",343933,,
2019,1430,"Developing economies: Asia",00,"All ships",1020668,,
2019,1430,"Developing economies: Asia",02,"Liquid bulk carriers",184623,,
2019,1430,"Developing economies: Asia",07,"Liquefied petroleum gas carriers",21312,,
2019,1430,"Developing economies: Asia",08,"Liquefied natural gas carriers",4082,,
2019,1430,"Developing economies: Asia",05,"Dry bulk carriers",111662,,
2019,1430,"Developing economies: Asia",04,"Dry breakbulk carriers",116681,,
2019,1430,"Developing economies: Asia",06,"Roll-on/ roll-off ships",29064,,
2019,1430,"Developing economies: Asia",03,"Container ships",217691,,
2019,1430,"Developing economies: Asia",01,"Passenger ships",335553,,
2019,1450,"Developing economies: Oceania",00,"All ships",15571,,
2019,1450,"Developing economies: Oceania",02,"Liquid bulk carriers",1030,,
2019,1450,"Developing economies: Oceania",07,"Liquefied petroleum gas carriers",87,,
2019,1450,"Developing economies: Oceania",08,"Liquefied natural gas carriers",110,,
2019,1450,"Developing economies: Oceania",05,"Dry bulk carriers",533,,
2019,1450,"Developing economies: Oceania",04,"Dry breakbulk carriers",3110,,
2019,1450,"Developing economies: Oceania",06,"Roll-on/ roll-off ships",135,,
2019,1450,"Developing economies: Oceania",03,"Container ships",2186,,
2019,1450,"Developing economies: Oceania",01,"Passenger ships",8380,,
2019,1500,"Developed economies",00,"All ships",3051838,,
2019,1500,"Developed economies",02,"Liquid bulk carriers",292202,,
2019,1500,"Developed economies",07,"Liquefied petroleum gas carriers",28041,,
2019,1500,"Developed economies",08,"Liquefied natural gas carriers",6895,,
2019,1500,"Developed economies",05,"Dry bulk carriers",125548,,
2019,1500,"Developed economies",04,"Dry breakbulk carriers",290454,,
2019,1500,"Developed economies",06,"Roll-on/ roll-off ships",146796,,
2019,1500,"Developed economies",03,"Container ships",191147,,
2019,1500,"Developed economies",01,"Passenger ships",1970755,,
2019,1520,"Developed economies: Americas",00,"All ships",395774,,
2019,1520,"Developed economies: Americas",02,"Liquid bulk carriers",27688,,
2019,1520,"Developed economies: Americas",07,"Liquefied petroleum gas carriers",2035,,
2019,1520,"Developed economies: Americas",08,"Liquefied natural gas carriers",693,,
2019,1520,"Developed economies: Americas",05,"Dry bulk carriers",28195,,
2019,1520,"Developed economies: Americas",04,"Dry breakbulk carriers",11142,,
2019,1520,"Developed economies: Americas",06,"Roll-on/ roll-off ships",11195,,
2019,1520,"Developed economies: Americas",03,"Container ships",23017,,
2019,1520,"Developed economies: Americas",01,"Passenger ships",291809,,
2019,1560,"Developed economies: Asia and Oceania",00,"All ships",462672,,
2019,1560,"Developed economies: Asia and Oceania",02,"Liquid bulk carriers",76112,,
2019,1560,"Developed economies: Asia and Oceania",07,"Liquefied petroleum gas carriers",11068,,
2019,1560,"Developed economies: Asia and Oceania",08,"Liquefied natural gas carriers",3658,,
2019,1560,"Developed economies: Asia and Oceania",05,"Dry bulk carriers",58377,,
2019,1560,"Developed economies: Asia and Oceania",04,"Dry breakbulk carriers",48773,,
2019,1560,"Developed economies: Asia and Oceania",06,"Roll-on/ roll-off ships",45770,,
2019,1560,"Developed economies: Asia and Oceania",03,"Container ships",72394,,
2019,1560,"Developed economies: Asia and Oceania",01,"Passenger ships",146520,,
2019,1530,"Developed economies: Asia",00,"All ships",382269,,
2019,1530,"Developed economies: Asia",02,"Liquid bulk carriers",71452,,
2019,1530,"Developed economies: Asia",07,"Liquefied petroleum gas carriers",10643,,
2019,1530,"Developed economies: Asia",08,"Liquefied natural gas carriers",2479,,
2019,1530,"Developed economies: Asia",05,"Dry bulk carriers",40939,,
2019,1530,"Developed economies: Asia",04,"Dry breakbulk carriers",45669,,
2019,1530,"Developed economies: Asia",06,"Roll-on/ roll-off ships",42280,,
2019,1530,"Developed economies: Asia",03,"Container ships",64960,,
2019,1530,"Developed economies: Asia",01,"Passenger ships",103847,,
2019,1550,"Developed economies: Oceania",00,"All ships",80403,,
2019,1550,"Developed economies: Oceania",02,"Liquid bulk carriers",4660,,
2019,1550,"Developed economies: Oceania",07,"Liquefied petroleum gas carriers",425,,
2019,1550,"Developed economies: Oceania",08,"Liquefied natural gas carriers",1179,,
2019,1550,"Developed economies: Oceania",05,"Dry bulk carriers",17438,,
2019,1550,"Developed economies: Oceania",04,"Dry breakbulk carriers",3104,,
2019,1550,"Developed economies: Oceania",06,"Roll-on/ roll-off ships",3490,,
2019,1550,"Developed economies: Oceania",03,"Container ships",7434,,
2019,1550,"Developed economies: Oceania",01,"Passenger ships",42673,,
2019,1540,"Developed economies: Europe",00,"All ships",2193392,,
2019,1540,"Developed economies: Europe",02,"Liquid bulk carriers",188402,,
2019,1540,"Developed economies: Europe",07,"Liquefied petroleum gas carriers",14938,,
2019,1540,"Developed economies: Europe",08,"Liquefied natural gas carriers",2544,,
2019,1540,"Developed economies: Europe",05,"Dry bulk carriers",38976,,
2019,1540,"Developed economies: Europe",04,"Dry breakbulk carriers",230539,,
2019,1540,"Developed economies: Europe",06,"Roll-on/ roll-off ships",89831,,
2019,1540,"Developed economies: Europe",03,"Container ships",95736,,
2019,1540,"Developed economies: Europe",01,"Passenger ships",1532426,,
2019,1600,"Developing economies excluding China",00,"All ships",1056016,,
2019,1600,"Developing economies excluding China",02,"Liquid bulk carriers",193298,,
2019,1600,"Developing economies excluding China",07,"Liquefied petroleum gas carriers",19293,,
2019,1600,"Developing economies excluding China",08,"Liquefied natural gas carriers",4348,,
2019,1600,"Developing economies excluding China",05,"Dry bulk carriers",91904,,
2019,1600,"Developing economies excluding China",04,"Dry breakbulk carriers",126356,,
2019,1600,"Developing economies excluding China",06,"Roll-on/ roll-off ships",37240,,
2019,1600,"Developing economies excluding China",03,"Container ships",210823,,
2019,1600,"Developing economies excluding China",01,"Passenger ships",372754,,
2019,1601,"Developing economies excluding LDCs",00,"All ships",1283750,,
2019,1601,"Developing economies excluding LDCs",02,"Liquid bulk carriers",229592,,
2019,1601,"Developing economies excluding LDCs",07,"Liquefied petroleum gas carriers",26685,,
2019,1601,"Developing economies excluding LDCs",08,"Liquefied natural gas carriers",5254,,
2019,1601,"Developing economies excluding LDCs",05,"Dry bulk carriers",148081,,
2019,1601,"Developing economies excluding LDCs",04,"Dry breakbulk carriers",150215,,
2019,1601,"Developing economies excluding LDCs",06,"Roll-on/ roll-off ships",42297,,
2019,1601,"Developing economies excluding LDCs",03,"Container ships",275001,,
2019,1601,"Developing economies excluding LDCs",01,"Passenger ships",406625,,
2019,1610,"LDCs (Least developed countries)",00,"All ships",27134,,
2019,1610,"LDCs (Least developed countries)",02,"Liquid bulk carriers",4408,,
2019,1610,"LDCs (Least developed countries)",07,"Liquefied petroleum gas carriers",501,,
2019,1610,"LDCs (Least developed countries)",08,"Liquefied natural gas carriers",73,,
2019,1610,"LDCs (Least developed countries)",05,"Dry bulk carriers",4243,,
2019,1610,"LDCs (Least developed countries)",04,"Dry breakbulk carriers",6148,,
2019,1610,"LDCs (Least developed countries)",06,"Roll-on/ roll-off ships",1814,,
2019,1610,"LDCs (Least developed countries)",03,"Container ships",8405,,
2019,1610,"LDCs (Least developed countries)",01,"Passenger ships",1542,,
2019,1614,"LDCs: Africa",00,"All ships",19462,,
2019,1614,"LDCs: Africa",02,"Liquid bulk carriers",3032,,
2019,1614,"LDCs: Africa",07,"Liquefied petroleum gas carriers",393,,
2019,1614,"LDCs: Africa",08,"Liquefied natural gas carriers",73,,
2019,1614,"LDCs: Africa",05,"Dry bulk carriers",3179,,
2019,1614,"LDCs: Africa",04,"Dry breakbulk carriers",4394,,
2019,1614,"LDCs: Africa",06,"Roll-on/ roll-off ships",1683,,
2019,1614,"LDCs: Africa",03,"Container ships",5290,,
2019,1614,"LDCs: Africa",01,"Passenger ships",1418,,
2019,1612,"LDCs: Asia",00,"All ships",6024,,
2019,1612,"LDCs: Asia",02,"Liquid bulk carriers",1226,,
2019,1612,"LDCs: Asia",07,"Liquefied petroleum gas carriers",108,,
2019,1612,"LDCs: Asia",08,"Liquefied natural gas carriers",,,"Not available or not separately reported"
2019,1612,"LDCs: Asia",05,"Dry bulk carriers",927,,
2019,1612,"LDCs: Asia",04,"Dry breakbulk carriers",890,,
2019,1612,"LDCs: Asia",06,"Roll-on/ roll-off ships",27,,
2019,1612,"LDCs: Asia",03,"Container ships",2800,,
2019,1612,"LDCs: Asia",01,"Passenger ships",46,,
2019,1615,"LDCs: Islands and Haiti",00,"All ships",1648,,
2019,1615,"LDCs: Islands and Haiti",02,"Liquid bulk carriers",150,,
2019,1615,"LDCs: Islands and Haiti",07,"Liquefied petroleum gas carriers",,,"Not available or not separately reported"
2019,1615,"LDCs: Islands and Haiti",08,"Liquefied natural gas carriers",,,"Not available or not separately reported"
2019,1615,"LDCs: Islands and Haiti",05,"Dry bulk carriers",137,,
2019,1615,"LDCs: Islands and Haiti",04,"Dry breakbulk carriers",864,,
2019,1615,"LDCs: Islands and Haiti",06,"Roll-on/ roll-off ships",104,,
2019,1615,"LDCs: Islands and Haiti",03,"Container ships",315,,
2019,1615,"LDCs: Islands and Haiti",01,"Passenger ships",78,,
2019,1620,"LLDCs (Landlocked developing countries)",00,"All ships",6376,,
2019,1620,"LLDCs (Landlocked developing countries)",02,"Liquid bulk carriers",1842,,
2019,1620,"LLDCs (Landlocked developing countries)",07,"Liquefied petroleum gas carriers",,,"Not available or not separately reported"
2019,1620,"LLDCs (Landlocked developing countries)",08,"Liquefied natural gas carriers",,,"Not available or not separately reported"
2019,1620,"LLDCs (Landlocked developing countries)",05,"Dry bulk carriers",,,"Not available or not separately reported"
2019,1620,"LLDCs (Landlocked developing countries)",04,"Dry breakbulk carriers",2154,,
2019,1620,"LLDCs (Landlocked developing countries)",06,"Roll-on/ roll-off ships",806,,
2019,1620,"LLDCs (Landlocked developing countries)",03,"Container ships",,,"Not available or not separately reported"
2019,1620,"LLDCs (Landlocked developing countries)",01,"Passenger ships",1574,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",00,"All ships",123398,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Liquid bulk carriers",44380,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",07,"Liquefied petroleum gas carriers",1381,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",08,"Liquefied natural gas carriers",557,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",05,"Dry bulk carriers",5868,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",04,"Dry breakbulk carriers",14349,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",06,"Roll-on/ roll-off ships",3092,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",03,"Container ships",27864,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Passenger ships",25907,,
2019,1641,"SIDS: Atlantic and Indian Ocean",00,"All ships",7972,,
2019,1641,"SIDS: Atlantic and Indian Ocean",02,"Liquid bulk carriers",1568,,
2019,1641,"SIDS: Atlantic and Indian Ocean",07,"Liquefied petroleum gas carriers",86,,
2019,1641,"SIDS: Atlantic and Indian Ocean",08,"Liquefied natural gas carriers",,,"Not available or not separately reported"
2019,1641,"SIDS: Atlantic and Indian Ocean",05,"Dry bulk carriers",683,,
2019,1641,"SIDS: Atlantic and Indian Ocean",04,"Dry breakbulk carriers",1399,,
2019,1641,"SIDS: Atlantic and Indian Ocean",06,"Roll-on/ roll-off ships",212,,
2019,1641,"SIDS: Atlantic and Indian Ocean",03,"Container ships",1484,,
2019,1641,"SIDS: Atlantic and Indian Ocean",01,"Passenger ships",2540,,
2019,1642,"SIDS: Caribbean",00,"All ships",38540,,
2019,1642,"SIDS: Caribbean",02,"Liquid bulk carriers",5582,,
2019,1642,"SIDS: Caribbean",07,"Liquefied petroleum gas carriers",607,,
2019,1642,"SIDS: Caribbean",08,"Liquefied natural gas carriers",247,,
2019,1642,"SIDS: Caribbean",05,"Dry bulk carriers",1499,,
2019,1642,"SIDS: Caribbean",04,"Dry breakbulk carriers",7415,,
2019,1642,"SIDS: Caribbean",06,"Roll-on/ roll-off ships",1331,,
2019,1642,"SIDS: Caribbean",03,"Container ships",7895,,
2019,1642,"SIDS: Caribbean",01,"Passenger ships",13964,,
2019,1643,"SIDS: Pacific",00,"All ships",76886,,
2019,1643,"SIDS: Pacific",02,"Liquid bulk carriers",37230,,
2019,1643,"SIDS: Pacific",07,"Liquefied petroleum gas carriers",688,,
2019,1643,"SIDS: Pacific",08,"Liquefied natural gas carriers",310,,
2019,1643,"SIDS: Pacific",05,"Dry bulk carriers",3686,,
2019,1643,"SIDS: Pacific",04,"Dry breakbulk carriers",5535,,
2019,1643,"SIDS: Pacific",06,"Roll-on/ roll-off ships",1549,,
2019,1643,"SIDS: Pacific",03,"Container ships",18485,,
2019,1643,"SIDS: Pacific",01,"Passenger ships",9403,,
2019,2623,"Low-income developing economies",00,"All ships",18806,,
2019,2623,"Low-income developing economies",02,"Liquid bulk carriers",3222,,
2019,2623,"Low-income developing economies",07,"Liquefied petroleum gas carriers",191,,
2019,2623,"Low-income developing economies",08,"Liquefied natural gas carriers",118,,
2019,2623,"Low-income developing economies",05,"Dry bulk carriers",3471,,
2019,2623,"Low-income developing economies",04,"Dry breakbulk carriers",3793,,
2019,2623,"Low-income developing economies",06,"Roll-on/ roll-off ships",1218,,
2019,2623,"Low-income developing economies",03,"Container ships",5816,,
2019,2623,"Low-income developing economies",01,"Passenger ships",977,,
2019,2622,"Middle-income developing economies",00,"All ships",410382,,
2019,2622,"Middle-income developing economies",02,"Liquid bulk carriers",55493,,
2019,2622,"Middle-income developing economies",07,"Liquefied petroleum gas carriers",8674,,
2019,2622,"Middle-income developing economies",08,"Liquefied natural gas carriers",1466,,
2019,2622,"Middle-income developing economies",05,"Dry bulk carriers",40130,,
2019,2622,"Middle-income developing economies",04,"Dry breakbulk carriers",60364,,
2019,2622,"Middle-income developing economies",06,"Roll-on/ roll-off ships",14939,,
2019,2622,"Middle-income developing economies",03,"Container ships",70167,,
2019,2622,"Middle-income developing economies",01,"Passenger ships",159149,,
2019,2621,"High-income developing economies",00,"All ships",880215,,
2019,2621,"High-income developing economies",02,"Liquid bulk carriers",174727,,
2019,2621,"High-income developing economies",07,"Liquefied petroleum gas carriers",18321,,
2019,2621,"High-income developing economies",08,"Liquefied natural gas carriers",3743,,
2019,2621,"High-income developing economies",05,"Dry bulk carriers",108723,,
2019,2621,"High-income developing economies",04,"Dry breakbulk carriers",91829,,
2019,2621,"High-income developing economies",06,"Roll-on/ roll-off ships",27900,,
2019,2621,"High-income developing economies",03,"Container ships",207197,,
2019,2621,"High-income developing economies",01,"Passenger ships",247775,,
2019,2711,"BRICS",00,"All ships",407480,,
2019,2711,"BRICS",02,"Liquid bulk carriers",84685,,
2019,2711,"BRICS",07,"Liquefied petroleum gas carriers",11386,,
2019,2711,"BRICS",08,"Liquefied natural gas carriers",1880,,
2019,2711,"BRICS",05,"Dry bulk carriers",91526,,
2019,2711,"BRICS",04,"Dry breakbulk carriers",71393,,
2019,2711,"BRICS",06,"Roll-on/ roll-off ships",11744,,
2019,2711,"BRICS",03,"Container ships",94950,,
2019,2711,"BRICS",01,"Passenger ships",39916,,
2019,3412,"European Union (2020 …)",00,"All ships",1305383,,
2019,3412,"European Union (2020 …)",02,"Liquid bulk carriers",142123,,
2019,3412,"European Union (2020 …)",07,"Liquefied petroleum gas carriers",11219,,
2019,3412,"European Union (2020 …)",08,"Liquefied natural gas carriers",1235,,
2019,3412,"European Union (2020 …)",05,"Dry bulk carriers",24236,,
2019,3412,"European Union (2020 …)",04,"Dry breakbulk carriers",142172,,
2019,3412,"European Union (2020 …)",06,"Roll-on/ roll-off ships",65527,,
2019,3412,"European Union (2020 …)",03,"Container ships",77559,,
2019,3412,"European Union (2020 …)",01,"Passenger ships",841312,,
2019,3916,"G20 (Group of Twenty)",00,"All ships",3174202,,
2019,3916,"G20 (Group of Twenty)",02,"Liquid bulk carriers",383405,,
2019,3916,"G20 (Group of Twenty)",07,"Liquefied petroleum gas carriers",42399,,
2019,3916,"G20 (Group of Twenty)",08,"Liquefied natural gas carriers",8212,,
2019,3916,"G20 (Group of Twenty)",05,"Dry bulk carriers",224321,,
2019,3916,"G20 (Group of Twenty)",04,"Dry breakbulk carriers",326235,,
2019,3916,"G20 (Group of Twenty)",06,"Roll-on/ roll-off ships",164759,,
2019,3916,"G20 (Group of Twenty)",03,"Container ships",305658,,
2019,3916,"G20 (Group of Twenty)",01,"Passenger ships",1719213,,
2019,3919,"G-77 (Group of 77)",00,"All ships",1013114,,
2019,3919,"G-77 (Group of 77)",02,"Liquid bulk carriers",206375,,
2019,3919,"G-77 (Group of 77)",07,"Liquefied petroleum gas carriers",25104,,
2019,3919,"G-77 (Group of 77)",08,"Liquefied natural gas carriers",4874,,
2019,3919,"G-77 (Group of 77)",05,"Dry bulk carriers",139767,,
2019,3919,"G-77 (Group of 77)",04,"Dry breakbulk carriers",125240,,
2019,3919,"G-77 (Group of 77)",06,"Roll-on/ roll-off ships",34353,,
2019,3919,"G-77 (Group of 77)",03,"Container ships",237360,,
2019,3919,"G-77 (Group of 77)",01,"Passenger ships",240041,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",00,"All ships",3098007,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Liquid bulk carriers",275350,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",07,"Liquefied petroleum gas carriers",28755,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",08,"Liquefied natural gas carriers",6610,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",05,"Dry bulk carriers",125014,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",04,"Dry breakbulk carriers",269926,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",06,"Roll-on/ roll-off ships",151008,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",03,"Container ships",205018,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Passenger ships",2036326,,
2020,0001,"Individual economies",00,"All ships",,,"Not applicable"
2020,0001,"Individual economies",02,"Liquid bulk carriers",,,"Not applicable"
2020,0001,"Individual economies",07,"Liquefied petroleum gas carriers",,,"Not applicable"
2020,0001,"Individual economies",08,"Liquefied natural gas carriers",,,"Not applicable"
2020,0001,"Individual economies",05,"Dry bulk carriers",,,"Not applicable"
2020,0001,"Individual economies",04,"Dry breakbulk carriers",,,"Not applicable"
2020,0001,"Individual economies",06,"Roll-on/ roll-off ships",,,"Not applicable"
2020,0001,"Individual economies",03,"Container ships",,,"Not applicable"
2020,0001,"Individual economies",01,"Passenger ships",,,"Not applicable"
2020,036,"Australia",00,"All ships",58474,,
2020,036,"Australia",02,"Liquid bulk carriers",3252,,
2020,036,"Australia",07,"Liquefied petroleum gas carriers",434,,
2020,036,"Australia",08,"Liquefied natural gas carriers",1157,,
2020,036,"Australia",05,"Dry bulk carriers",14750,,
2020,036,"Australia",04,"Dry breakbulk carriers",1817,,
2020,036,"Australia",06,"Roll-on/ roll-off ships",2669,,
2020,036,"Australia",03,"Container ships",3658,,
2020,036,"Australia",01,"Passenger ships",30737,,
2020,124,"Canada",00,"All ships",103297,,
2020,124,"Canada",02,"Liquid bulk carriers",4331,,
2020,124,"Canada",07,"Liquefied petroleum gas carriers",41,,
2020,124,"Canada",05,"Dry bulk carriers",13119,,
2020,124,"Canada",04,"Dry breakbulk carriers",2993,,
2020,124,"Canada",06,"Roll-on/ roll-off ships",4470,,
2020,124,"Canada",03,"Container ships",2041,,
2020,124,"Canada",01,"Passenger ships",76302,,
2020,156,"China",00,"All ships",261269,,
2020,156,"China",02,"Liquid bulk carriers",44594,,
2020,156,"China",07,"Liquefied petroleum gas carriers",8353,,
2020,156,"China",08,"Liquefied natural gas carriers",1151,,
2020,156,"China",05,"Dry bulk carriers",65234,,
2020,156,"China",04,"Dry breakbulk carriers",30338,,
2020,156,"China",06,"Roll-on/ roll-off ships",5017,,
2020,156,"China",03,"Container ships",74413,,
2020,156,"China",01,"Passenger ships",32169,,
2020,191,"Croatia",00,"All ships",60198,,
2020,191,"Croatia",02,"Liquid bulk carriers",615,,
2020,191,"Croatia",05,"Dry bulk carriers",348,,
2020,191,"Croatia",04,"Dry breakbulk carriers",779,,
2020,191,"Croatia",03,"Container ships",453,,
2020,191,"Croatia",01,"Passenger ships",58003,,
2020,208,"Denmark",00,"All ships",102178,,
2020,208,"Denmark",02,"Liquid bulk carriers",2810,,
2020,208,"Denmark",07,"Liquefied petroleum gas carriers",51,,
2020,208,"Denmark",05,"Dry bulk carriers",826,,
2020,208,"Denmark",04,"Dry breakbulk carriers",7662,,
2020,208,"Denmark",06,"Roll-on/ roll-off ships",1081,,
2020,208,"Denmark",03,"Container ships",1380,,
2020,208,"Denmark",01,"Passenger ships",88368,,
2020,251,"France",00,"All ships",58537,,
2020,251,"France",02,"Liquid bulk carriers",8112,,
2020,251,"France",07,"Liquefied petroleum gas carriers",961,,
2020,251,"France",08,"Liquefied natural gas carriers",279,,
2020,251,"France",05,"Dry bulk carriers",1559,,
2020,251,"France",04,"Dry breakbulk carriers",7025,,
2020,251,"France",06,"Roll-on/ roll-off ships",1953,,
2020,251,"France",03,"Container ships",4650,,
2020,251,"France",01,"Passenger ships",33998,,
2020,276,"Germany",00,"All ships",88445,,
2020,276,"Germany",02,"Liquid bulk carriers",12253,,
2020,276,"Germany",07,"Liquefied petroleum gas carriers",807,,
2020,276,"Germany",05,"Dry bulk carriers",1346,,
2020,276,"Germany",04,"Dry breakbulk carriers",12754,,
2020,276,"Germany",06,"Roll-on/ roll-off ships",5055,,
2020,276,"Germany",03,"Container ships",7139,,
2020,276,"Germany",01,"Passenger ships",49091,,
2020,300,"Greece",00,"All ships",136718,,
2020,300,"Greece",02,"Liquid bulk carriers",11818,,
2020,300,"Greece",07,"Liquefied petroleum gas carriers",459,,
2020,300,"Greece",08,"Liquefied natural gas carriers",45,,
2020,300,"Greece",05,"Dry bulk carriers",2767,,
2020,300,"Greece",04,"Dry breakbulk carriers",6232,,
2020,300,"Greece",06,"Roll-on/ roll-off ships",3397,,
2020,300,"Greece",03,"Container ships",3802,,
2020,300,"Greece",01,"Passenger ships",108198,,
2020,360,"Indonesia",00,"All ships",166578,,
2020,360,"Indonesia",02,"Liquid bulk carriers",17587,,
2020,360,"Indonesia",07,"Liquefied petroleum gas carriers",3230,,
2020,360,"Indonesia",08,"Liquefied natural gas carriers",304,,
2020,360,"Indonesia",05,"Dry bulk carriers",9505,,
2020,360,"Indonesia",04,"Dry breakbulk carriers",15003,,
2020,360,"Indonesia",06,"Roll-on/ roll-off ships",4217,,
2020,360,"Indonesia",03,"Container ships",15019,,
2020,360,"Indonesia",01,"Passenger ships",101713,,
2020,380,"Italy",00,"All ships",200074,,
2020,380,"Italy",02,"Liquid bulk carriers",9359,,
2020,380,"Italy",07,"Liquefied petroleum gas carriers",908,,
2020,380,"Italy",05,"Dry bulk carriers",1811,,
2020,380,"Italy",04,"Dry breakbulk carriers",6351,,
2020,380,"Italy",06,"Roll-on/ roll-off ships",8825,,
2020,380,"Italy",03,"Container ships",7929,,
2020,380,"Italy",01,"Passenger ships",164891,,
2020,392,"Japan",00,"All ships",259583,,
2020,392,"Japan",02,"Liquid bulk carriers",42233,,
2020,392,"Japan",07,"Liquefied petroleum gas carriers",5978,,
2020,392,"Japan",08,"Liquefied natural gas carriers",1800,,
2020,392,"Japan",05,"Dry bulk carriers",28308,,
2020,392,"Japan",04,"Dry breakbulk carriers",23882,,
2020,392,"Japan",06,"Roll-on/ roll-off ships",32567,,
2020,392,"Japan",03,"Container ships",37959,,
2020,392,"Japan",01,"Passenger ships",86856,,
2020,410,"Korea, Republic of",00,"All ships",73563,,
2020,410,"Korea, Republic of",02,"Liquid bulk carriers",17160,,
2020,410,"Korea, Republic of",07,"Liquefied petroleum gas carriers",3143,,
